Class,Review
0,the picture emerges a surprisingly anemic disappointment
0,de niro cry you ll cry for your money back
0,slap me saw this movie
0,the kid just too bratty for sympathy and a the film grows to it finale his little change ring hollow
0,behind the glitz hollywood is sordid and disgusting quelle surprise
0,scherfig who ha had successful career in tv tackle more than she can handle
0,just consider what new best friend doe not have beginning with the minor omission of screenplay
0,oscar caliber cast doesn live up to material
0,the problem of the people in love in the time of money are hardly specific to their era they just have problem which are neither original nor are presented in convincing way
0,carrying this wafer thin movie on his nimble shoulder chan wade through putrid writing direction and timing with smile that say if stay positive maybe can channel one of my greatest picture drunken master
0,so putrid it is not worth the price of the match that should be used to burn every print of the film
0,in the end the movie bog down in insignificance saying nothing about kennedy assassination and revealing nothing about the pathology it pretend to investigate
0,start out ballsy and stylish but fails to keep it up and settle into clichés
0,sometimes make le sense than the bruckheimeresque american action flick it emulates
0,one of those film where the character inhabit that special annex of hell where adult behave like kid child behave like adult and everyone scream at the top of their lung no matter what the situation
0,there only one way to kill michael myers for good stop buying ticket to these movie
0,bland but harmless
0,rare bird try to force it quirkiness upon the audience
0,the movie is about a humorous a watching your favorite pet get buried alive
0,resident evil is what come from taking john carpenter ghost of mar and eliminating the beheading in other word about a bad film you re likely to see all year
0,five screenwriter are credited with the cliché laden screenplay it seems a if each watered down the version of the one before
0,the whole thing come off like particularly amateurish episode of bewitched that take place during spring break
0,well made but uninvolving bloodwork isn a terrible movie just stultifyingly obvious one an unrewarding collar for murder mystery
0,so we got ten little indian meet friday the 13th by way of clean and sober filmed on the set of carpenter the thing and loaded with actor you re most likely to find on the next inevitable incarnation of the love boat
0,the movie blatant derivativeness is one reason it so lackluster
0,la de salma e una versión de frida superficial preciosista sin ningún contenido
0,kid don mind crappy movie a much a adult provided there lot of cute animal and clumsy people snow dog ha both
0,it almost a if it an elaborate dare more than full blooded film
0,wobbly senegalese updating of carmen which is best for the stunning star turn by djeinaba diop gai
0,it the humanizing stuff that will probably sink the film for anyone who doesn think about percentage all day long
0,ken russell would love this in one scene we get stab at soccer hooliganism double barreled rip off of quentin tarantino climactic shootout and meat loaf explodes
0,bella is the picture of health with boundless energy until few day before she dy this is absolutely and completely ridiculous and an insult to every family whose mother ha suffered through the horrible pain of death by cancer
0,the premise of abandon hold promise but it delivery is complete mess
0,what could have been pointed little chiller about the frightening seductiveness of new technology loses faith in it own viability and succumbs to joyless special effect excess
0,a little too ponderous to work a shallow entertainment not remotely incisive enough to qualify a drama monsoon wedding serf mostly to whet one appetite for the bollywood film
0,unless bob crane is someone of particular interest to you this film impressive performance and adept direction aren likely to leave lasting impression
0,the rock ha great presence but one battle after another is not the same a one battle followed by killer cgi effect
0,the bottom line with nemesis is the same a it ha been with all the film in the series fan will undoubtedly enjoy it and the uncommitted needn waste their time on it
0,the lousy john all but spit out denzel washington fine performance in the title role
0,the whole thing feel like ruse tactic to cover up the fact that the picture is constructed around core of flimsy or worse yet nonexistent idea
0,what stiflingly unfunny and unoriginal mess this is
0,the film is so packed with subplots involving the various silbersteins that it feel more like the pilot episode of tv series than feature film
0,opera on film is never satisfactory the art demand live viewing the innate theatrics that provide it thrill and extreme emotion lose their luster when flattened onscreen
0,despite all the closed door hanky panky the film is essentially juiceless
0,it is parochial accessible to chosen few standoffish to everyone else and smugly suggests superior moral tone is more important than filmmaking skill
0,the sweetest thing leaf an awful sour taste
0,it lost the politics and the social observation and become just another situation romance about couple of sap stuck in an inarticulate screenplay
0,terminally bland painfully slow and needlessly confusing the movie shot on digital videotape rather than film is frequently indecipherable
0,a dumb and cheesy a they may be the cartoon look almost shakespearean both in depth and breadth after watching this digital effect heavy supposed family friendly comedy
0,aloof and lack any real raw emotion which is fatal for film that relies on personal relationship
0,a low rent retread of the alien picture
0,serviceable at best slightly le than serviceable at worst
0,it initial excitement settle into warmed over pastiche
0,a big meal of cliche that the talented cast generally choke on
0,the story ha little wit and no surprise
0,the merchant ivory team continues to systematically destroy everything we hold dear about cinema only now it begun to split up so that it can do even more damage
0,what should have been cutting hollywood satire is instead about a fresh a last week issue of variety
0,hey everybody wanna watch movie in which guy dressed a child party clown get violently gang raped didn think so
0,a little more intensity and little le charm would have saved this film world of hurt
0,dense and enigmatic elusive stagy and stilted
0,his slop doesn even have potential a cult film a it too loud to shout insult at the screen
0,the movie plot is almost entirely witless and inane carrying every gag two or three time beyond it limit to sustain laugh
0,may work a an addictive guilty pleasure but the material never overcomes it questionable satirical ambivalence this scarlet letter is a in aimless arduous and arbitrary
0,play like glossy melodrama that occasionally verge on camp
0,the central character isn complex enough to hold our interest
0,a modestly comic modestly action oriented world war ii adventure that in term of authenticity is one of those film that requires the enemy to never shoot straight
0,a puppy dog so desperate for attention it nearly break it little neck trying to perform entertaining trick
0,just about all of the film is confusing on one level or another making ararat far more demanding than it need to be
0,a little le extreme than in the past with longer exposition sequence between them and with fewer gag to break the tedium
0,there a heavy stench of been there done that hanging over the film it everything you expect but nothing more
0,the biggest problem with satin rouge is lilia herself she a cipher played by an actress who smile and frown but doesn reveal an inner life
0,a quaint romanticized rendering
0,what with the incessant lounge music playing in the film background you may mistake love liza for an adam sandler chanukah song
0,the movie heavy handed screenplay navigates fast fade into pomposity and pretentiousness
0,a potentially good comic premise and excellent cast are terribly wasted
0,woody allen used to ridicule movie like hollywood ending now he make them
0,she not yet an actress not quite singer
0,not bad premise but the execution is lackluster at best
0,been there done that
0,there is only so much baked cardboard need to chew
0,a movie like the guy is why film criticism can be considered work
0,schnitzler film ha great hook some clever bit and well drawn if standard issue character but is still only partly satisfying
0,even if it made it original release date last fall it would ve reeked of been there done that sameness
0,only two fifth of satisfying movie experience
0,a loud ugly irritating movie without any of it satirical salvo hitting discernible target
0,ame and unnecessary
0,a movie version of paint by number picture we can tell what it is supposed to be but can really call it work of art
0,it a brilliant honest performance by nicholson but the film is an agonizing bore except when the fantastic kathy bates turn up bravado kathy
0,liotta is put in an impossible spot because his character deception ultimately undo him and the believability of the entire scenario too bad
0,you can thank me for this saw juwanna mann so you don have to
0,unfunny and lacking any sense of commitment to or affection for it character the reginald hudlin comedy relies on toilet humor ethnic slur
0,basically it pretty but dumb
0,this romantic comedy asks the question how much souvlaki can you take before indigestion set in
0,squandering his opportunity to make absurdist observation burn get caught up in the rush of slapstick thoroughfare
0,there a neat twist subtly rendered that could have wrapped thing up at 80 minute but kang tack on three or four more ending
0,reeboir varies between sweet smile and an angry bark while said attempt to wear down possible pupil through repetition it ha no affect on the kurd but it wore me down
0,the actor improvise and scream their way around this movie directionless lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen
0,co writer director jonathan parker attempt to fashion brazil like hyper real satire fall dreadfully short
0,if this silly little cartoon can inspire few kid not to grow up to be greedy bastard more power to it
0,a superfluous sequel plagued by that old familiar feeling of let get this thing over with everyone ha shown up at the appointed time and place but visible enthusiasm is mighty hard to find
0,if there a heaven for bad movie deuce wild is on it way
0,come off like bad imitation of the bard
0,what missing in murder by number is any real psychological grounding for the teen deviant behaviour being latently gay and liking to read are hardly enough
0,an uninspired preachy and clichéd war film
0,horrendously amateurish filmmaking that is plainly dull and visually ugly when it isn incomprehensible
0,a movie that harp on medium constructed issue like whether compromise is the death of self this orgasm won be an exceedingly memorable one for most people
0,slacker jokey approach to college education is disappointingly simplistic the film biggest problem and there are no unforgettably stupid stunt or uproariously rude line of dialogue to remember it by
0,if festival in cannes nail hard boiled hollywood argot with bracingly nasty accuracy much about the film including some of it casting is frustratingly unconvincing
0,the movie is too impressed with it own solemn insight to work up much entertainment value
0,i haven seen such self amused trash since freddy got fingered
0,little more than well mounted history lesson
0,rob schneider infantile cross dressing routine fill the hot chick the latest gimmick from this unimaginative comedian
0,a horrible 99 minute stink bomb
0,the film is weighed down by supporting character who are either too goodly wise and knowing or downright comically evil
0,her fan walked out muttering word like horrible and terrible but had so much fun dissing the film that they didn mind the ticket cost in this case zero
0,the film is so bad it doesn improve upon the experience of staring at blank screen
0,sheridan take on the author schoolboy memoir is rather toothless take on hard young life
0,it jump around with little logic or continuity presenting backstage byte of information that never amount to satisfying complete picture of this particular anciently demanding métier
0,how killed my father is one of those art house film that make you feel like you re watching an iceberg melt only it never melt
0,when it come to the battle of hollywood v woo it look like woo a o
0,there are few chuckle but not single gag sequence that really score and the star seem to be in two different movie
0,the chateau ha one very funny joke and few other decent one but all it amount to is mildly funny sometimes tedious ultimately insignificant film
0,it dull spiritless silly and monotonous an ultra loud blast of pointless mayhem going nowhere fast
0,the mushy finale turn john into movie of the week tearjerker
0,content merely to lionize it title character and exploit his anger all for easy sanctimony formulaic thrill and ham fisted sermon on the need for national health insurance
0,the movie turn out to be assayas homage to the gallic tradition of quality in all it fusty squareness
0,it message ha merit and in the hand of brutally honest individual like prophet jack might have made point or two regarding life
0,seems even more uselessly redundant and shamelessly money grubbing than most third rate horror sequel
0,it hard to imagine that even very small child will be impressed by this tired retread
0,neither a scary funny a tremor nor demented funny a starship trooper the movie isn tough to take a long a you ve paid matinee price
0,if swimfan doe catch on it may be because teen are looking for something to make them laugh
0,what might ve been an exhilarating exploration of an odd love triangle becomes sprawl of uncoordinated vector
0,the master of disguise may have made great saturday night live sketch but great movie it is not
0,it quite an achievement to set and shoot movie at the cannes film festival and yet fail to capture it visual appeal or it atmosphere
0,boll us lot of quick cutting and blurry step printing to goose thing up but dopey dialogue and sometimes inadequate performance kill the effect
0,it always disappointing when documentary fails to live up to or offer any new insight into it chosen topic unfortunately that precisely what arthur dong family fundamental doe
0,ha the mark of septuagenarian it a crusty treatment of clever gimmick
0,like medium grade network sitcom mostly inoffensive fitfully amusing but ultimately so weightless that decent draft in the auditorium might blow it off the screen
0,something must have been lost in the translation
0,becomes the last thing you would expect from film with this title or indeed from any plympton film boring
0,in the end the film feel homogenized and bit contrived a if we re looking back at tattered and ugly past with rose tinted glass
0,chan stunt are limited and so embellished by editing that there really not much of sense of action or even action comedy
0,rock stand up magic wane hopkins squarely fill the screen action mechanical
0,the tuxedo should have been the vehicle for chan that the mask wa for jim carrey ala it the man that make the clothes
0,for casual moviegoer who stumble into rule expecting slice of american pie hijinks starring the kid from dawson creek they ll probably run out screaming
0,the biggest problem have other than the very sluggish pace is we never really see her esther blossom a an actress even though her talent is supposed to be growing
0,what puzzle me is the lack of emphasis on music in britney spear first movie
0,plot character drama emotion idea all are irrelevant to the experience of seeing the scorpion king
0,city by the sea is gritty police thriller with all the dysfunctional family dynamic one could wish for but how it washed out despite all of that is the project prime mystery
0,whatever the movie sentimental hypocritical lesson about sexism it true color come out in various wet shirt and shower scene
0,a hybrid teen thriller and murder mystery murder by number fit the profile too closely
0,there ain a lot more painful than an unfunny movie that think it hilarious
0,i enjoyed the movie in superficial way while never sure what it purpose wa
0,what pity that the material is so second rate
0,doesn deliver great story nor is the action a gripping a in past seagal film
0,the kind of film that leaf you scratching your head in amazement over the fact that so many talented people could participate in such an ill advised and poorly executed idea
0,nick refuse to let slacker be seen a just another teen movie which mean he can be forgiven for frequently pandering to fan of the gross out comedy
0,nothing about the film with the possible exception of elizabeth hurley breast is authentic
0,amid the cliché and foreshadowing cage manages degree of casual realism that is routinely dynamited by blethyn
0,mostly shafer and co writer gregory hinton lack strong minded viewpoint or sense of humor
0,no cliche escape the perfervid treatment of gang warfare called ce wild
0,eddie murphy and owen wilson have cute partnership in spy but the movie around them is so often nearly nothing that their charm doesn do load of good
0,strictly guy film in the worst sense of the expression
0,there some good material in their story about retail clerk wanting more out of life but the movie too often spin it wheel with familiar situation and repetitive scene
0,it a lot to ask people to sit still for two hour and change watching such character especially when rendered in a flat and impassive manner a phoenix
0,there something fishy about seasonal holiday kid movie that derives it moment of most convincing emotional gravity from scene where santa give gift to grownup
0,we re left with story that try to grab u only to keep letting go at all the wrong moment
0,like many such biographical melodrama it suffers from the awkwardness that result from adhering to the messiness of true story
0,there is nothing redeeming about this movie
0,the film ha it moment but they are few and far between
0,a dreary indulgence
0,i wa trying to decide what annoyed me most about god is great m not and then realized that just didn care
0,derailed by bad writing and possibly also by some of that extensive post production reworking to aim the film at young male in the throe of their first full flush of testosterone
0,deserves high mark for political courage but barely get by on it artistic merit
0,come alive only when it switch gear to the sentimental
0,brosnan finest non bondish performance yet fails to overcome the film manipulative sentimentality and annoying stereotype
0,a film that will be best appreciated by those willing to endure it extremely languorous rhythm waiting for happiness is ultimately thoughtful without having much dramatic impact
0,to me it sound like cruel deception carried out by men of marginal intelligence with reactionary idea about woman and total lack of empathy
0,tsai may be ploughing the same furrow once too often
0,flashy gadget and whirling fight sequence may look cool but they can distract from the flawed support structure holding equilibrium up
0,zigzag might have been richer and more observant if it were le densely plotted
0,crushing disappointment
0,how can such cold movie claim to express warmth and longing in truth it ha all the heart of porno flick but none of the sheer lust
0,nick and steinberg match their own creation for pure venality that giving it the old college try
0,episode ii attack of the clone is technological exercise that lack juice and delight
0,the problem with all of this it not really funny
0,denis bare bone narrative more closely resembles an outline for 70 exploitation picture than the finished product
0,wanders all over the map thematically and stylistically and borrows heavily from lynch jeunet and von trier while failing to find spark of it own
0,viewing this underdramatized but overstated film is like watching transcript of therapy session brought to humdrum life by some freudian puppet
0,overall tomfoolery like this is matter of taste
0,the mantra behind the project seems to have been it just kid flick translation we don need to try very hard
0,in all the annals of the movie few film have been this odd inexplicable and unpleasant
0,it take really long slow and dreary time to dope out what tuck everlasting is about so here it is it about family of sour immortal
0,an essentially awkward version of the lightweight female empowerment picture we ve been watching for decade
0,the author devotee will probably find it fascinating others may find it baffling
0,writer director walter hill and co writer david giler try to create character out of the obvious cliche but wind up using them a punching bag
0,there a scientific law to be discerned here that producer would be well to heed mediocre movie start to drag a soon a the action speed up when the explosion start they fall to piece
0,a cockeyed shot all the way
0,lush and beautifully photographed somebody suggested the still might make nice coffee table book but ultimately you ll leave the theater wondering why these people mattered
0,unfortunately one hour photo life down to it title thanks largely to williams all the interesting development are processed in 60 minute the rest is just an overexposed waste of film
0,cold sterile and lacking any color or warmth
0,the film is undone by anachronistic quick edits and occasional jarring glimpse of modern theater audience watching the event unfold
0,seems like someone going through the motion
0,for film about explosion and death and spy ballistic eck v sever seems a safe a child film well in some of those the mother deer even dy
0,wallace get bit heavy handed with his message at time and ha visual flair that wax poetic far too much for our taste
0,impostor doesn do much with it template despite remarkably strong cast
0,wrap itself in the guise of dark and quirky comedy but it isn a quirky a it think it is and it comedy is generally mean spirited
0,choppy overlong documentary about the lifestyle
0,one slough one way through the mire of this alleged psychological thriller in search of purpose or even plot
0,a film which press familiar herzog trope into the service of limpid and conventional historical fiction when really what we demand of the director is to be mesmerised
0,it a fanboy what if brought to life on the big screen
0,the story itself is actually quite vapid
0,it a hellish numbing experience to watch and it doesn offer any insight that haven been thoroughly debated in the medium already back in the dahmer heyday of the mid 90
0,wait for pay per view or rental but don dismiss barbershop out of hand
0,a few zinger aside the writing is indifferent and jordan brady direction is prosaic
0,each scene drag underscoring the obvious and sentiment is slathered on top
0,would ve been nice if the screenwriter had trusted audience to understand complex story and left off the film predictable denouement then nadia birthday might not have been such bad day after all
0,one of those staggeringly well produced joylessly extravagant picture that keep whooshing you from one visual marvel to the next hastily emptily
0,nair just doesn have the necessary self control to guide loose poorly structured film through the pitfall of incoherence and redundancy
0,enthusiastically taking up the current teen movie concern with bodily function walt becker film push all the demographically appropriate comic button
0,it the funniest american comedy since graffiti bridge
0,that neither protagonist ha distinguishable condition hardly matter because both are just actory concoction defined by childlike dimness and handful of quirk
0,what start off a possible argentine american beauty reek like room stacked with pungent flower
0,the project filmmaker forgot to include anything even halfway scary a they poorly rejigger fatal attraction into high school setting
0,in old fashioned screenwriting parlance m shreve novel proved too difficult text to lick despite the effort of first rate cast
0,solondz may well be the only one laughing at his own joke
0,stitch is bad mannered ugly and destructive little no cute factor here not that mind ugly the problem is he ha no character loveable or otherwise
0,deep down realized the harsh reality of my situation would leave the theater with lower q than when had entered
0,a really funny fifteen minute short stretched beyond it limit to fill an almost feature length film
0,aside from the fact that the film idiotically us the website feardotcom com or the improperly hammy performance from poor stephen rea the film get added disdain for the fact that it is nearly impossible to look at or understand
0,it is bad but certainly not without merit a entertainment
0,for it 100 minute running time you ll wait in vain for movie to happen
0,a work that lack both purpose and strong pulse
0,a faster paced family flick upper teen may get cynical smaller numbered kidlets will enjoy
0,while this film ha an list cast and some strong supporting player the tale like it central figure vivi is just little bit hard to love
0,it a road trip drama with too many wrong turn
0,most fish story are little peculiar but this is one that should be thrown back in the river
0,it all gratuitous before long a if schwentke were fulfilling gross out quota for an anticipated audience demographic instead of shaping the material to fit the story
0,blame all men for war the warden daughter tell her father the movie is about a deep a that sentiment
0,it fitfully funny but never really take off
0,i ve seen some bad singer turned actor but lil bow wow take the cake
0,by halfway through this picture wa beginning to hate it and of course feeling guilty for it then miracle of miracle the movie doe flip flop
0,for all the complication it all surprisingly predictable
0,it been 20 year since 48 hr made eddie murphy movie star and the man hasn aged day but his showboating wise cracker stock persona sure is getting old
0,if deuce wild had been tweaked up notch it would have become camp adventure one of those movie that so bad it start to become good but it wasn
0,for film about action ultimate is the gabbiest giant screen movie ever bogging down in barrage of hype
0,low rate annie featuring some kid who can act only echo of jordan and weirdo actor crispin glover screwing thing up old school
0,it might not be 1970s animation but everything else about it is straight from the saturday morning cartoon retread story bad writing and the same old silliness
0,the picture seems uncertain whether it want to be an acidic all male all about eve or lush swooning melodrama in the intermezzo strain
0,tends to plod
0,a nearly 21 2 hour the film is way too indulgent
0,gorgeous to look at but insufferably tedious and turgid curiously constricted epic
0,it look much more like cartoon in the end than the simpson ever ha
0,with tighter editorial process and firmer direction this material could work especially since the actress in the lead role are all more than competent but a is personal velocity seems to be idling in neutral
0,doesn really add up to much
0,it better suited for the history or biography channel but there no arguing the tone of the movie it leaf bad taste in your mouth and question on your mind
0,an entertainment so in love with it overinflated mythology that it no longer recognizes the need of moviegoer for real character and compelling plot
0,a prolonged extrusion of psychopathic pulp
0,borrows from other movie like it in the most ordinary and obvious fashion
0,it surprisingly bland despite the heavy dos of weird performance and direction
0,a chilly remote emotionally distant piece so dull that it tagline should be in space no one can hear you snore
0,the character seem one dimensional and the film is superficial and will probably be of interest primarily to it target audience
0,sorvino make the princess seem smug and cartoonish and the film only really come alive when poor hermocrates and leontine pathetically compare note about their budding amour
0,it like drive by you can drive right by it without noticing anything special save for few comic turn intended and otherwise
0,everything even life on an aircraft carrier is sentimentalized
0,this would be james bond for the extreme generation pic is one big dumb action movie stress dumb
0,the movie ha generic virtue and despite lot of involved talent seems done by the number
0,when your subject is illusion versus reality shouldn the reality seem at least passably real
0,it a terrible movie in every regard and utterly painful to watch
0,this is rote spookiness with nary an original idea or role or edit or score or anything really in sight and the whole of the proceeding beg the question why
0,a fan film that for the uninitiated play better on video with the sound turned down
0,too infuriatingly quirky and taken with it own style
0,there a whole heap of nothing at the core of this slight coming of age coming out tale
0,a much a laughed throughout the movie cannot mount cogent defense of the film a entertainment or even performance art although the movie doe leave you marveling at these guy superhuman capacity to withstand pain
0,the type of dumbed down exercise in stereotype that give the teen comedy genre bad name
0,distinctly sub par more likely to drown viewer in boredom than to send any shiver down his spine
0,play like bad blend of an overripe episode of tv dawson creek and recycled and dumbed down version of love story
0,unless you come in to the film with skateboard under your arm you re going to feel like you weren invited to the party
0,when the casting call for this movie went out it must have read seeking anyone with acting ambition but no sense of pride or shame
0,just isn a weird a it ought to be
0,a home alone film that is staged like rosemary baby but is not a well conceived a either of those film
0,siegel and co writer lisa bazadona and grace woodard have relied too much on convention in creating the character who surround frankie
0,no film could possibly be more contemptuous of the single female population
0,hey arnold ha some visual wit but little imagination elsewhere
0,they re going through the motion but the zip is gone
0,a sluggish pace and lack of genuine narrative hem the movie in every bit a much a life hem in the spirit of these young woman
0,a low budget affair tadpole wa shot on digital video and the image often look smeary and blurry to the point of distraction then again in better movie you might not have noticed
0,it mindless junk like this that make you appreciate original romantic comedy like punch drunk love
0,the movie is like year late for tapping into our reality tv obsession and even tardier for exploiting the novelty of the webcast
0,tale will be all too familiar for anyone who seen george roy hill 1973 film the sting
0,get the look and the period trapping right but it otherwise drowns in sea of visual and verbal clichés
0,it hard to quibble with flick boasting this many genuine cackle but notorious h still feel like promising work in progress
0,anyone who want to start writing screenplay can just follow the same blueprint from hundred of other film sell it to the highest bidder and walk away without anyone truly knowing your identity
0,a major waste generic
0,the problem with the bread my sweet is that it far too sentimental
0,a late night cable sexploitation romp masquerading a thriller about the ruthless social order that governs college clique
0,fall short in explaining the music and it root
0,never inspires more than an interested detachment
0,what might have emerged a hilarious lunacy in the hand of woody allen or mel brook at least during their 70 heyday come across a lame and sophomoric in this debut indie feature
0,despite slick production value and director roger michell tick tock pacing the final effect is like having two guy yelling in your face for two hour
0,pretty much suck but ha funny moment or two
0,they do good job of painting this family dynamic for the audience but they tried to squeeze too many element into the film
0,a supernatural mystery that doesn know whether it want to be suspenseful horror movie or weepy melodrama it end up being neither and fails at both endeavor
0,two badly interlocked story drowned by all too clever complexity
0,it is so earnest so overwrought and so wildly implausible that it begs to be parodied
0,these are textbook life of quiet desperation
0,swimfan like fatal attraction eventually go overboard with loony melodramatic denouement in which high school swimming pool substitute for bathtub
0,claim to sort the bad guy from the good which is it essential problem
0,purposefully shocking in it eroticized gore if unintentionally dull in it lack of poetic frisson
0,feel like piece bunch of other better movie slapped together
0,almost everything about the film is unsettling from the preposterous hairpiece worn by lai villainous father to the endless action sequence
0,writer director randall wallace ha bitten off more than he or anyone else could chew and his movie veers like drunken driver through heavy traffic
0,it follows the blair witch formula for an hour in which we re told something creepy and vague is in the work and then it go awry in the final 30 minute
0,one can shake the feeling that crossroad is nothing more than an hour and half long commercial for britney latest album
0,phoned in business a usual
0,there an epic here but you have to put it together yourself
0,what little atmosphere is generated by the shadowy lighting macabre set and endless rain is offset by the sheer ugliness of everything else
0,director chef gabriele muccino keep it fast zippy comin at ya a if fearing that his film is molto superficiale
0,tartakovsky team ha some freakish power of visual charm but the five writer slip into the modern rut of narrative banality
0,the most horrific movie experience ve had since can stop the music it may a well be called jar jar binks the movie it that painful
0,god is great the movie not
0,like three ring circus there are side story aplenty none of them memorable
0,when in doubt the film ratchet up the stirring soundtrack throw in fish out of water gag and let the cliched dialogue rip or else doggie wink
0,a girl gone wild video for the boho art house crowd the burning sensation isn a definitive counter cultural document it maker aren removed and inquisitive enough for that
0,a original and insightful a last week episode of behind the music
0,play like john le carré with couple of burnt out cylinder
0,you may be galled that you ve wasted nearly two hour of your own precious life with this silly little puddle of movie
0,it neither a sappy a big daddy nor a anarchic a happy gilmore or the waterboy but it ha it moment
0,despite the surface attraction conrad hall cinematography will likely be nominated for an oscar next year there something impressive and yet lacking about everything
0,a smug and convoluted action comedy that doesn allow an earnest moment to pas without reminding audience that it only movie
0,crystal and de niro manage to squeeze out some good laugh but not enough to make this silly con job sing
0,worthless from it pseudo rock video opening to the idiocy of it last frame
0,the christ allegory doesn work because there is no foundation for it
0,go for la salle performance and make do a best you can with stuttering script
0,it hard to care about film that proposes a epic tragedy the plight of callow rich boy who is forced to choose between his beautiful self satisfied 22 year old girlfriend and an equally beautiful self satisfied 18 year old mistress
0,try too hard to be funny in way that too loud too goofy and too short of an attention span
0,i didn find much fascination in the swinging what they re doing is matter of plumbing arrangement and mind game of no erotic or sensuous charge but that they are doing it is thought provoking
0,the acting is just fine but there not enough substance here to sustain interest for the full 90 minute especially with the weak payoff
0,after collateral damage you might imagine that most every aggrieved father cliché ha been unturned but no
0,ultimately the yes snail like pacing and lack of thematic resonance make the film more silly than scary like some sort of martha stewart decorating program run amok
0,releasing film with the word dog in it title in january lends itself to easy joke and insult and snow dog deserves every single one of them
0,tedious norwegian offering which somehow snagged an oscar nomination
0,it wa dark and stormy night
0,a dark a pitch comedy that frequently veers into corny sentimentality probably would not improve much after therapeutic zap of shock treatment
0,this sort of cute and cloying material is far from zhang forte and it show
0,bray is completely at sea with nothing but savage garden music video on his resume he ha no clue about making movie
0,freundlich made crudup suburban architect and cipher
0,a huge disappointment coming a it doe from filmmaker and performer of this calibre
0,though it pretend to expose the life of male hustler it exploitive without being insightful
0,aimed squarely at the least demanding of demographic group very small child who will be delighted simply to spend more time with familiar cartoon character
0,what start off a satisfying kid flck becomes increasingly implausible a it race through contrived plot point
0,exhibit the shallow sensationalism characteristic of soap opera more salacious telenovela than serious drama
0,seagal is painfully foolish in trying to hold onto what left of his passe chopsocky glory
0,even with harris strong effort the script give him little to effectively probe lear soul stripping breakdown
0,the story is bogus and it character tissue thin
0,whereas the extremely competent hitman film such a pulp fiction and get shorty resonate sardonic verve to their caustic purpose for existing who is cletis tout is an inexpressible and drab wannabe looking for that exact niche
0,while american adobo ha it heart and it palate in the right place it brain is little scattered ditsy even
0,confusing drudgery
0,imagine film that begin a seven rip off only to switch to mix of the shining the thing and any naked teenager horror flick from the 1980s
0,most of the dialogue made me want to pack raw dough in my ear
0,costner warm milk persona is just a ill fitting a shadyac perfunctory directing chop and some of the more overtly silly dialogue would sink laurence olivier
0,it coherent well shot and tartly acted but it wear you down like dinner guest showing off his doctorate
0,directed by kevin bray whose crisp framing edgy camera work and wholesale ineptitude with acting tone and pace very obviously mark him a video helmer making his feature debut
0,turn potentially interesting idea into an excruciating film school experience that play better only for the film publicist or for people who take a many drug a the film character
0,robin williams departs from his fun friendly demeanor in exchange for darker unnerving role
0,high crime is cinematic misdemeanor routine crime thriller remarkable only for it lack of logic and misuse of two fine actor morgan freeman and ashley judd
0,set in 1986 harlem that doesn look much like anywhere in new york
0,the chocolate factory without charlie
0,long on twinkly eyed close ups and short on shame
0,hip hop rarely come alive a it own fire breathing entity in this picture
0,a well crafted letdown
0,a dull somnambulant exercise in pretension whose pervasive quiet is broken by frequent outburst of violence and noise
0,deserving of it critical backlash and more
0,boring and meandering
0,neither rousing success nor blinding embarrassment still it just sits there like side dish no one ordered
0,the sum of all fear is remarkably fuddled about motif and context which drain it of the dramatic substance that would shake u in our boot or cinema seat
0,the movie spends more time with schneider than with newcomer mcadams even though her performance is more interesting and funnier than his
0,this low rent and even lower wit rip off of the farrelly brother oeuvre get way too mushy and in relatively short amount of time
0,it recycles every cliché about gay in what is essentially an extended soap opera
0,i all for the mentally challenged getting their fair shot in the movie business but surely it doesn have to be a collection of keening and self mutilating sideshow geek
0,may offend viewer not amused by the sick sense of humor
0,many of benjamin element feel like they ve been patched in from an episode of miami vice
0,it aimlessly and unsuccessfully attempt to fuse at least three dull plot into one good one
0,most folk with real stake in the american sexual landscape will find it either moderately amusing or just plain irrelevant
0,if you re not fan of the adventues of steve and terri you should avoid this like the dreaded king brown snake personally d rather watch them on the animal planet
0,cherish is dud romantic comedy that not the least bit romantic and only mildly funny
0,feel a if the inmate have actually taken over the asylum
0,all of the filmmaker calculation can rescue brown sugar from the curse of blandness
0,the movie gloomy atmosphere is fascinating though even if the movie itself doesn stand ghost of chance
0,post september 11 the sum of all fear seems more tacky and reprehensible manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves
0,the exclamation point seems to be the only bit of glee you ll find in this dreary mess
0,no matter how you slice it mark wahlberg and thandie newton are not hepburn and grant two cinematic icon with chemistry galore
0,godard ode to tackling life wonderment is rambling and incoherent manifesto about the vagueness of topical excess in praise of love remains ponderous and pretentious endeavor that unfocused and tediously exasperating
0,humorless self conscious art drivel made without glimmer of intelligence or invention
0,the movie progression into rambling incoherence give new meaning to the phrase fatal script error
0,solondz may be convinced that he ha something significant to say but he isn talking talk that appeal to me
0,more tiring than anything
0,nelson intention are good but the end result doe no justice to the story itself it horribly depressing and not very well done
0,the effort of it star kline to lend some dignity to dumb story are for naught
0,a good natured ensemble comedy that try hard to make the most of bumper cast but never quite get off the ground
0,isn it bit early in his career for director barry sonnenfeld to do homage to himself and it a lousy one at that
0,overly long and worshipful bio doc
